seqnames,start,end,width,strand,gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj,tx_ids
chr11,125569280,125584684,15405,+,ENSG00000149547.15,3743.161571257819,0.1481502058200938,0.026101193793993373,1.3132551680620249e-8,2.2753252462378004e-8,
chr11,124954121,125041489,87369,+,ENSG00000149548.15,163.93728900753075,-0.8185816073635418,0.0680485873687994,1.5388377008266903e-33,5.2903264001369425e-33,
chr11,125625163,125676255,51093,+,ENSG00000149554.15,586.375283131908,0.6679199152431641,0.08275034571408284,2.6782214228685303e-16,6.03656806772063e-16,
chr11,125442881,125592568,149688,-,ENSG00000149557.14,1126.201402866087,-0.23184108840805268,0.05442959310764921,2.057553482208887e-5,3.088733907287873e-5,
chr11,124752583,124762290,9708,-,ENSG00000149564.12,25.21815451407298,0.030364113167802464,0.16627895345522042,0.8553579553348081,0.8682331815023526,
chr11,126423358,127003460,580103,-,ENSG00000149571.12,5.565718619793773,0.008358704455742947,0.1479387794202855,0.9540736807468275,0.9587159716601842,
chr11,118253416,118264536,11121,-,ENSG00000149573.9,525.4630542111324,0.42554938408534226,0.12122642958327767,3.985941652806979e-4,5.572031332613649e-4,
chr11,118162806,118176639,13834,-,ENSG00000149575.9,191.22482524228622,-4.7354731085032595,0.13419231141291724,1.7937397643959212e-273,8.024990473980205e-272,
chr11,117178736,117197445,18710,+,ENSG00000149577.17,3803.288085024301,-0.07317728593075844,0.04267463844391441,0.08759022222516188,0.10280939003694278,
chr11,118531041,118547280,16240,+,ENSG00000149582.16,867.0360695624845,-2.123514042121129,0.05494349272002158,0,0,
chr11,117199370,117207464,8095,+,ENSG00000149591.17,1638.3064158487268,-2.043647650000168,0.09546528000020393,1.0359528636454317e-101,1.0218161934379034e-100,
chr20,44106590,44187188,80599,-,ENSG00000149596.7,13.92917769316725,-0.8720839856625668,0.1663985523316976,5.255587723920958e-8,8.893894063088363e-8,
chr20,31847637,31870664,23028,-,ENSG00000149599.16,54.735909025893356,-0.21246798819636942,0.0722003792928821,0.0031099862252279083,0.004109339125365411,
chr20,32702699,32743467,40769,-,ENSG00000149600.12,740.9637850818863,-0.3504629889111796,0.04613001345743911,2.7428539988670557e-14,5.792222495553272e-14,
chr20,33662327,33665619,3293,+,ENSG00000149609.6,4.90259030908199,-0.09366768383972884,0.13806724062142522,0.49156323152803033,0.5242464747898996,
chr20,38210503,38260772,50270,-,ENSG00000149633.12,4090.3258910276627,1.469328921317991,0.08340175089544329,5.3745377165288e-70,3.440354525177956e-69,
chr20,45886491,45887622,1132,-,ENSG00000149634.5,30.34591344125357,-0.1986223843776645,0.07566659590897135,0.008442318029009546,0.010839947596924103,
chr20,46540946,46550654,9709,-,ENSG00000149635.3,26.188619749534574,9.335154368550041,0.45498120945209414,1.381238622245419e-239,4.855326646282149e-238,
chr20,36751791,36773818,22028,-,ENSG00000149636.16,639.9951051232756,0.20052503908173605,0.04867282678855854,3.3893409053930894e-5,5.0263162878593415e-5,
chr20,36777447,36863538,86092,-,ENSG00000149639.15,4348.368537569838,0.4749358472457506,0.02728848095097776,6.687719526986515e-68,4.154900689207577e-67,
chr20,35954564,36030700,76137,+,ENSG00000149646.12,45.748770007086456,-0.7643911168905703,0.06290833467785653,2.229559333621864e-34,7.799411280501167e-34,
chr20,62122461,62135374,12914,+,ENSG00000149657.20,1213.7148855376072,-0.11035116015564289,0.025498785123882168,1.5055181801804201e-05,2.272424661157212e-5,
chr20,63195429,63216139,20711,-,ENSG00000149658.18,2771.6781195673057,0.06518027900963773,0.02003464999898788,8.980318235569798e-4,0.0012294451659587418,
chr20,62388634,62407285,18652,-,ENSG00000149679.12,494.67308313038455,0.4136128789360521,0.044346215632092754,7.745690445307666e-21,1.9772411433612883e-20,
chr11,69653076,69675416,22341,-,ENSG00000149716.13,611.9821451602314,-0.023685526945630787,0.03820795202732649,0.5295191308704675,0.5615155646907167,
chr11,64223799,64226254,2456,-,ENSG00000149743.14,504.09962352406785,0.3509603461408549,0.04197471037789561,3.778311724993811e-17,8.712227115851545e-17,
chr11,64225941,64230686,4746,+,ENSG00000149761.9,295.08482996068744,0.34337130691199386,0.04574600550565886,5.381911125533937e-14,1.1261408027284238e-13,
chr11,64205926,64223896,17971,+,ENSG00000149781.14,74.8659089572769,0.5626593377373273,0.06857317300632242,1.566820452494728e-16,3.551951099304426e-16,
chr11,64251530,64269150,17621,+,ENSG00000149782.13,774.6432414721968,0.42417672325949457,0.04500161578387101,3.823269491519238e-21,9.835638231435878e-21,
chr11,65122183,65127371,5189,+,ENSG00000149792.9,3345.08190185027,0.12860763094128125,0.020589101726647026,3.017344335680829e-10,5.562379412154107e-10,
chr11,65314866,65322417,7552,+,ENSG00000149798.5,135.26236662909204,1.5984180324480126,0.07890252024842698,7.134669660177234e-92,6.194628725221449e-91,
chr11,65120630,65122177,1548,-,ENSG00000149806.11,5113.497749956099,-0.12305537008650592,0.06728202072897471,0.06765800790532811,0.0804218984968518,
chr11,65111845,65116384,4540,+,ENSG00000149809.17,49.6540995277444,-0.17971019422789836,0.07440321283903542,0.015258841087280562,0.01921163759995642,
chr11,65089324,65111862,22539,+,ENSG00000149823.10,653.4939005360919,-0.6152191362736606,0.04307219481463828,2.3783445708708722e-46,1.0460374581525627e-45,
chr16,30085793,30091924,6132,-,ENSG00000149922.12,22.610654798255794,-0.7478496440070905,0.08361435092288964,1.935681289886003e-19,4.757444292324222e-19,
chr16,30075978,30085376,9399,+,ENSG00000149923.14,1464.004430438516,0.27629041244434677,0.034695573981298765,1.5127212372611278e-15,3.33771269844986e-15,
chr16,30064164,30070457,6294,+,ENSG00000149925.22,32561.371802711612,0.4699176424255386,0.04251508763877541,1.835579692932808e-28,5.646622994751409e-28,
chr16,30024427,30052978,28552,-,ENSG00000149926.14,8.760397027879065,-0.8242537926640557,0.14083404117202328,2.1171066510742468e-9,3.776850804636576e-9,
chr16,30005514,30023270,17757,-,ENSG00000149927.18,24.669717381905073,-0.9117529774403569,0.12472626927065097,5.96170489552421e-14,1.2457695747897279e-13,
chr16,29992330,29996074,3745,-,ENSG00000149929.16,575.2249134929173,-1.0015008751703416,0.05517956818278023,1.6880044694409655e-73,1.133339430425821e-72,
chr16,29973868,29992261,18394,+,ENSG00000149930.18,1848.7535908598516,0.21544583773091125,0.03122211177412613,5.04126045933713e-12,9.885075824386895e-12,
chr16,29940885,29973050,32166,+,ENSG00000149932.17,2462.616420802997,-0.10241882934417511,0.03618210196112877,0.004292408272286455,0.005613672019562688,
chr12,65824460,65966291,141832,+,ENSG00000149948.14,354.38161963777617,3.236348605488713,0.14458339592600972,6.287314160502693e-112,7.021997901131206e-111,
chr11,102835801,102843609,7809,-,ENSG00000149968.12,12526464.030002292,3.600864206399097,0.10516058322117536,5.666140301161816e-258,2.2403047036901335e-256,
chrX,21372801,21654695,281895,+,ENSG00000149970.16,164.69979378629824,-0.8821424006314348,0.09491262522337161,7.901303396472887e-21,2.016296861875749e-20,
chr12,10069554,10111627,42074,-,ENSG00000150048.10,9.587431270648436,-0.06842241765869443,0.15904321209967934,0.6594311680131069,0.6859744958913048,
chr10,27672874,27746060,73187,-,ENSG00000150051.14,2534.9481776705757,-2.365918602813086,0.06299177396996929,0,0,
chr10,28050993,28334486,283494,-,ENSG00000150054.19,1148.830551153122,-1.237349504229229,0.06879708404609458,1.4264700623676537e-72,9.429623476011383e-72,
chr10,32887273,33005792,118520,-,ENSG00000150093.20,96562.74252916661,0.3948283412586751,0.04245082454021951,1.2622553411512853e-20,3.2034195787611617e-20,
chr10,53802771,55627942,1825172,-,ENSG00000150275.20,4.0124190384044836,-0.9119896545241377,0.2567195376378961,9.784529126553996e-5,1.4171331164508074e-4,
chr16,30896614,30903547,6934,+,ENSG00000150281.7,268.04739145634386,-1.223635730351416,0.051125176784169286,6.100481063924196e-127,8.137492907068435e-126,
chr11,94962620,94973586,10967,-,ENSG00000150316.12,1953.8987389200086,-0.12140095353674434,0.02963886454369065,3.828009177512225e-5,5.660158043588683e-5,
chr1,149782671,149791675,9005,+,ENSG00000150337.14,3.2775834388396126,-2.4756046242603498,0.335619702489745,2.047033626264588e-14,4.339861390971578e-14,
chr10,61901684,62096944,195261,+,ENSG00000150347.17,11849.608524337744,0.30347149049794697,0.062411972159790705,1.0939620030430063e-6,1.7465033911088307e-6,
chr16,61647242,62037035,389794,-,ENSG00000150394.14,10.181912855365374,0.11862280172343355,0.16328441190956205,0.45719726580855197,0.49024026508515167,
chr13,113455819,113490951,35133,-,ENSG00000150401.15,747.7918803178446,0.18009866025305354,0.03943427620331417,4.841667772244589e-6,7.502865842959758e-6,
chr13,113491021,113554590,63570,+,ENSG00000150403.18,13050.599112633416,-0.08356505992435359,0.03383103498043284,0.0392404412871192,0.047747456834713396,
chr11,125094389,125111763,17375,-,ENSG00000150433.10,662.2191567086841,-0.3893469561630233,0.0354756216721292,4.268175674360346e-28,1.3039612118340353e-27,
chr11,126282497,126298845,16349,+,ENSG00000150455.15,1206.097773666557,0.35922689653155676,0.022738838330648554,9.522275310107423e-57,4.995468993485704e-56,
chr13,20728731,20773961,45231,-,ENSG00000150456.11,457.80896802412576,-0.40197931727073094,0.03441940752689412,1.3044795817297022e-31,4.29442253421691e-31,
chr13,20973036,21061586,88551,-,ENSG00000150457.9,5222.641424608436,-0.14250915542676507,0.03048083890582977,4.176000573761882e-6,6.490887256979527e-6,
chr13,21140119,21149097,8979,+,ENSG00000150459.13,5620.965349075216,0.19852951707060892,0.029254555176834153,9.700095639633774e-12,1.8841384963447197e-11,
chr18,36829106,37232172,403067,+,ENSG00000150477.15,800.4136906526195,0.2653919362726291,0.03327472699752178,1.2028761676105293e-15,2.6614239292932412e-15,
chr13,51222334,51284239,61906,+,ENSG00000150510.17,202.638946729379,1.6858359070131463,0.11208525594657964,8.956968877554565e-52,4.342374557489774e-51,
chr14,39230231,39388513,158283,+,ENSG00000150527.18,2502.015194906485,0.21219746443448412,0.04038439410623122,1.6382248076455914e-7,2.7127820590523e-7,
chr2,137964020,138016364,52345,+,ENSG00000150540.14,6290.553537818344,1.33705210593952,0.04471744951622018,3.630038834852591e-197,9.166244350452012e-196,
chr2,132643286,132671579,28294,-,ENSG00000150551.11,5.677021616649565,1.2941196745258816,0.26396423059703206,3.062754607211516e-7,5.008591209332746e-7,
chr2,149038107,149215262,177156,+,ENSG00000150556.17,5.878282742041276,-0.060772065689800696,0.19550898157299584,0.750111834380288,0.771114965742936,
chr10,110871795,110900006,28212,+,ENSG00000150593.18,10356.738918780095,-0.5963200308426414,0.03140551149442265,9.770878349855132e-81,7.259891302028563e-80,
chr10,111077029,111080907,3879,+,ENSG00000150594.7,242.01329101710652,2.374551991037142,0.16322480163342926,8.220541726601133e-49,3.7839030872892383e-48,
chr4,175632934,176002664,369731,-,ENSG00000150625.17,65.28668971518273,-2.769578294260785,0.1512752969508621,6.095971450566833e-76,4.2393210959594363e-75,
chr4,176065841,176182818,116978,+,ENSG00000150627.16,192.6144326337983,-2.011004784065997,0.09579683215724658,9.496626081162533e-99,9.043102563083136e-98,
chr4,176184579,176195585,11007,-,ENSG00000150628.7,5.1377281078708315,-0.9215246157033223,0.1663683661575532,9.887675060206033e-9,1.7207277416489768e-8,
chr4,176683538,176792922,109385,-,ENSG00000150630.4,419.30642913724955,0.9024458984842036,0.11807116121281139,1.1574037124396747e-14,2.474191115409397e-14,
chr18,68715209,69055189,339981,+,ENSG00000150636.17,59.678806767358594,-1.8761972006050378,0.0863589214633244,2.354613720138693e-106,2.4632390477977373e-105,
chr18,69831158,69961803,130646,-,ENSG00000150637.9,57.920003635226514,0.6869744148876998,0.0881325933750917,3.19455814714045e-15,6.964853420997136e-15,
chr18,74534500,74587212,52713,+,ENSG00000150656.15,14.613291180576654,0.900701543558378,0.17371246239901672,5.910203610807744e-8,9.979778764635941e-8,
chr15,39588357,39782841,194485,-,ENSG00000150667.8,65.36335541348852,-0.15655280494176974,0.09866857300869565,0.10907591181528524,0.1267765626234296,
chr11,83455012,85628335,2173324,-,ENSG00000150672.19,326.5459511243752,-0.6171720486113801,0.07672310502794352,6.223372743365719e-16,1.3887757988813225e-15,
chr11,86791059,86952910,161852,+,ENSG00000150687.12,17711.059570536167,-0.9599054246517758,0.07879259422807472,2.003637378918694e-34,7.0143987550158e-34,
chr5,32226994,32312987,85994,-,ENSG00000150712.11,3445.331825487703,-0.15103196565174212,0.03385032776053272,8.051909192370474e-6,1.2335452352598296e-5,
chr2,181954241,182131398,177158,+,ENSG00000150722.11,49.48518215368461,-3.2438433422408677,0.12156621843403599,8.716359640378407e-159,1.5849795478140922e-157,
chr5,10249929,10266389,16461,+,ENSG00000150753.12,6822.119274708048,0.4964085622833233,0.05713660272806269,3.0914011717064836e-18,7.359418392504216e-18,
chr5,10225507,10249897,24391,-,ENSG00000150756.14,564.1671759929097,-0.35082022284679637,0.0650764523400782,6.343462812187512e-8,1.0695749733627144e-7,
chr10,126905409,127452517,547109,+,ENSG00000150760.13,8165.338929509271,-0.12404459933807767,0.024071802585271345,2.529996533967778e-7,4.1538060640740133e-7,
chr11,111927144,112022653,95510,+,ENSG00000150764.14,5915.685612825135,-0.637450451444411,0.05002381962701985,2.5418477723565993e-37,9.408375576029467e-37,
chr11,112025033,112064404,39372,+,ENSG00000150768.18,2521.9840824351154,0.17980565654912287,0.0348990220856054,2.2956360608435318e-7,3.775727944770738e-7,
chr11,112063218,112074274,11057,-,ENSG00000150773.12,103.45641482801754,-0.3471963206121466,0.056564309381165516,7.399391854480708e-10,1.3448682507790255e-9,
chr11,112074086,112085150,11065,+,ENSG00000150776.18,2450.652811464369,-0.039397920293823246,0.039607605326135144,0.34952279529285035,0.38145051689740633,
chr11,112084800,112086798,1999,-,ENSG00000150779.12,572.2100548105911,-0.20611000055604672,0.04991094281674726,2.8913723968853592e-5,4.307170962836244e-5,
chr11,112143253,112164096,20844,-,ENSG00000150782.12,7.511536620452332,-0.017964987422830783,0.14468355898962604,0.90090700918429,0.9100746439460465,
chr11,112167372,112172556,5185,+,ENSG00000150783.10,5.991899564863318,-1.2291850821611867,0.13686232348286204,1.1420976063685633e-19,2.8256195994550083e-19,
chr11,112226367,112269955,43589,+,ENSG00000150787.8,864.7699527262012,0.6859362240179135,0.04026282035609739,3.1419663663393005e-65,1.881762870363232e-64,
chr10,22534854,22714578,179725,-,ENSG00000150867.14,3701.751764565071,-0.49570958586859815,0.06105046946034473,3.8919118077979256e-16,8.73301514497148e-16,
chr2,11133128,11151317,18190,+,ENSG00000150873.12,27.839261322397984,-0.6182385420391908,0.06871782110248927,1.6827988747711868e-19,4.1442864111432655e-19,
chr13,38687077,38887131,200055,+,ENSG00000150893.11,11.282847066692806,1.0562623455660767,0.11778277670604055,1.5092441285027343e-19,3.7220190523795975e-19,
chr13,40555667,40666641,110975,-,ENSG00000150907.10,4879.387322860542,-0.3024401346082272,0.037313223934216815,6.929974219111162e-16,1.544371362251095e-15,
chr2,36355778,36551135,195358,+,ENSG00000150938.10,41191.77306897742,-1.4904305439609749,0.07129216359139708,1.3140074052635262e-97,1.2319818112584258e-96,
chr4,118722823,118838683,115861,-,ENSG00000150961.15,14855.675472195937,0.8545545810404431,0.03243387813845216,3.181577301838323e-153,5.483597838414337e-152,
chr12,122920951,122981649,60699,-,ENSG00000150967.19,708.7092975395212,-0.24553163125452376,0.0852611815866083,0.0037462435384311957,0.00491997575766032,
chr12,123415039,123436684,21646,-,ENSG00000150977.11,1651.6470046862034,1.0571429696009016,0.03513350042441771,1.6192608473892748e-199,4.166129410468735e-198,
chr12,124946825,124989131,42307,-,ENSG00000150990.9,499.9682448858645,-0.17175238747141722,0.05158618933892546,9.059504909942744e-4,0.001239919222289797,
chr12,124911604,124917368,5765,-,ENSG00000150991.16,159496.33276793137,0.6630262967128784,0.03845936403435519,9.936442228329071e-67,6.080156315906122e-66,
chr3,4493345,4847506,354162,+,ENSG00000150995.21,3709.7996644443106,0.05808856550129553,0.09020668389940877,0.5181872367284257,0.550255751791777,
chr16,31083437,31089628,6192,-,ENSG00000151006.8,293.6377729916054,0.3037231277880206,0.08423889785597624,2.8938398950069535e-4,4.0801290320945343e-4,
chr4,138164097,138242349,78253,-,ENSG00000151012.13,8947.564556918041,3.1928943823637,0.10969908404883223,3.0279947133956336e-187,7.060233641213811e-186,
chr4,139015781,139045939,30159,+,ENSG00000151014.6,668.1403247863343,1.7914985144821807,0.0709834477290857,3.3271523435632656e-141,5.182291832095511e-140,
chr10,24981979,25062279,80301,-,ENSG00000151023.17,464.93710146051706,1.910934679902374,0.1014952481852085,9.256445983202029e-80,6.792563311911895e-79,
chr10,25174802,25602229,427428,+,ENSG00000151025.11,20.635932894523346,0.927995811086479,0.14106621949353237,1.9509050406651023e-11,3.7488106330966036e-11,
chr12,1791963,1918666,126704,-,ENSG00000151062.15,65.82863291238431,-0.5898699101157294,0.08630373531927729,5.646435023833119e-12,1.1049242140546534e-11,
chr12,1946053,2004535,58483,-,ENSG00000151065.14,1249.301421671262,-0.4695022803929627,0.033129350699540344,1.2226043882092607e-45,5.3115776670323446e-45,
chr12,1970772,2697950,727179,+,ENSG00000151067.23,457.7417173565379,-2.2546419261417734,0.10098703531816061,1.1004684441063418e-111,1.2237420727009465e-110,
chr12,4809334,4813318,3985,+,ENSG00000151079.8,3094.5198553268583,-1.4756578525939898,0.07515742814971829,2.5070921897861386e-86,2.0170101686870745e-85,
chr3,24117153,24495756,378604,-,ENSG00000151090.20,5005.859365503914,-0.6050670658592858,0.048861688343036745,2.7863869813408295e-35,9.925940378625194e-35,
chr3,25718944,25790039,71096,-,ENSG00000151092.18,2877.0192582381374,0.8806133919385603,0.02658295949578433,1.3740818782731474e-240,4.8896175145319845e-239,
chr3,25782917,25794534,11618,+,ENSG00000151093.8,1021.7079185586025,0.8243364923604257,0.027489902401176002,8.129112982856168e-198,2.0594346472449416e-196,
chr11,18529609,18588747,59139,-,ENSG00000151116.17,2321.305139683449,0.19280384285079244,0.02899840632095942,2.6969576662197862e-11,5.157981711564714e-11,
chr11,18693122,18704785,11664,+,ENSG00000151117.9,177.18132557810674,-0.6028592246328365,0.06522804728059076,1.8863311696407793e-20,4.7637121906093706e-20,
chr12,104986316,105074197,87882,+,ENSG00000151131.11,772.6541593966575,0.07729458041595906,0.07539484667983713,0.30353483794824715,0.33413101093389286,
chr12,106955719,106978778,23060,+,ENSG00000151135.10,11428.205808487854,0.6204987374327697,0.030282437817929386,6.586025562361563e-94,5.874846558327148e-93,
chr12,107318421,107659642,341222,+,ENSG00000151136.15,855.0166020463047,-1.148396095974534,0.1099704969239713,6.522789305997656e-26,1.888734559936477e-25,
chr12,109477402,109536705,59304,+,ENSG00000151148.14,3595.629495235537,-0.3973223902976644,0.033362955266659236,1.187740266343914e-32,4.002393991919395e-32,
chr10,60026298,60733490,707193,-,ENSG00000151150.22,1452.0778146315504,-4.511505079181016,0.1238181251864396,3.0377021537607516e-292,1.5241225773641255e-290,
chr10,58191517,58267894,76378,-,ENSG00000151151.6,2642.0142411089646,0.8041515054756452,0.04579398305562777,2.7773998161060146e-69,1.7600344588090991e-68,
chr12,110501655,110533556,31902,+,ENSG00000151164.19,109.6122120952981,-0.524253068958563,0.07302593332367882,5.122507408479862e-13,1.0382369116556185e-12,
chr12,113358566,113391629,33064,+,ENSG00000151176.8,15392.032917893213,-0.30094002951770193,0.044288153764195336,1.1486990015987013e-11,2.2235674874029595e-11,
chr10,77790791,77926755,135965,-,ENSG00000151208.17,3852.824125942884,-0.15619709600915846,0.02986588369086508,1.7886501411664004e-7,2.9576406752344035e-7,
chr12,39755025,40106089,351065,-,ENSG00000151229.13,2197.056575025153,0.27515984981399216,0.03576602711100368,1.1668236290334988e-14,2.4940976378841905e-14,
chr12,42081845,42144874,63030,-,ENSG00000151233.11,3289.843132902293,0.30418891926159014,0.03729454912581921,2.623134701364127e-16,5.913558054829656e-16,
chr12,43793723,43806328,12606,-,ENSG00000151239.14,5930.522890442919,0.44662954162228746,0.0434813596248112,8.206663761870142e-25,2.327938837528285e-24,
chr10,274201,689668,415468,-,ENSG00000151240.18,5338.046679428744,0.20401430400197484,0.038582038786388315,4.728745777983575e-8,8.021700758691609e-8,
chr4,98879276,98929133,49858,-,ENSG00000151247.13,4403.530976279095,0.5304501947635542,0.033054461521675516,6.336058988239033e-58,3.388509697062863e-57,
chr3,65353525,66038918,685394,-,ENSG00000151276.24,4043.86575174828,-0.25501237863117193,0.06462884808860947,8.064986340929132e-5,1.1734486636830272e-4,
chr13,102765888,102773811,7924,-,ENSG00000151287.17,452.99284538509795,1.3003755459629356,0.04991749188050961,3.9963034562782086e-150,6.68362248327657e-149,
chr5,123512177,123617049,104873,+,ENSG00000151292.19,3878.779469092162,0.344812851711951,0.02512425168683311,6.564430274715462e-43,2.7123128305496363e-42,
chr10,86992406,87010203,17798,+,ENSG00000151303.11,56.5644165996153,-0.7430823816490312,0.07470901001630076,1.7408665760582986e-23,4.772012787891497e-23,
chr5,121961975,122075570,113596,+,ENSG00000151304.6,920.0478325224981,0.24193429271755984,0.044811424075580523,6.44996673000059e-8,1.087136416708545e-7,
chr14,32329298,32837684,508387,+,ENSG00000151320.11,804.1074770607562,-0.8520840975519657,0.08655365030946718,3.650193613916833e-23,9.903692468023033e-23,
chr14,32934396,33820863,886468,+,ENSG00000151322.20,372.69458048527656,-1.55395368062587,0.06501157124621389,1.1368476860389902e-126,1.509488345469681e-125,
chr14,35045117,35116630,71514,+,ENSG00000151327.14,4989.123851330472,0.7856280677997565,0.037671502845393,1.5045806257647582e-97,1.4089453390258648e-96,
chr14,36298564,36320637,22074,-,ENSG00000151332.20,1786.072549825573,-0.2925389676110265,0.028513101913295223,1.025872719417063e-24,2.902205968703115e-24,
chr14,37197894,37579125,381232,+,ENSG00000151338.21,1986.7234801375891,0.4855494878458826,0.04332598376945968,3.0878768431849737e-29,9.660840170819483e-29,
chr11,44095648,44251962,156315,+,ENSG00000151348.16,25574.888764170348,0.4012029368300786,0.043395239022079805,2.1160452702511103e-20,5.3341063018662716e-20,
chr2,663877,677406,13530,-,ENSG00000151353.15,1381.2125108148732,-0.6644759500603815,0.04944899066156474,2.38273186013734e-41,9.53340043677161e-41,
chr11,78015715,78046191,30477,-,ENSG00000151364.17,529.2735898999787,0.41899573050089883,0.04706529358933317,4.415610412551046e-19,1.0733901086947524e-18,
chr11,78063861,78068351,4491,+,ENSG00000151365.2,6.028434960827097,-2.754579822781564,0.19276391129442205,3.8721136160202486e-47,1.728328597810659e-46,
chr11,78068297,78079862,11566,-,ENSG00000151366.13,1926.7037799534407,-0.3794289030112376,0.08534694109638458,7.51345990750063e-6,1.153576685433054e-5,
chr11,86441108,86672636,231529,-,ENSG00000151376.19,315.15059003317333,-0.694172897666077,0.05069849299327287,8.31143942615754e-43,3.425580789861438e-42,
chr5,33523535,33892019,368485,-,ENSG00000151388.11,41.17823423217138,0.4028227411892115,0.18191250713517831,0.022854943232501423,0.0283800309748085,
chr14,31489956,31861224,371269,+,ENSG00000151413.17,1244.970195003607,-0.9756486510586455,0.03148996916191531,4.779392760908581e-211,1.3614206226578262e-209,
chr1,198156994,198322420,165427,+,ENSG00000151414.15,7783.39010755425,0.183130918227139,0.03193812429023828,8.204751330499848e-9,1.4331362201666024e-8,
chr5,108747841,109196841,449001,+,ENSG00000151422.14,3933.1611587920006,0.5321758203942467,0.045348799658804846,4.477881725007258e-32,1.4891934478708537e-31,
chr14,77426675,77457952,31278,-,ENSG00000151445.16,1688.1579769122673,0.006825044321564932,0.02967030662418692,0.88394491815749,0.8942678544802845,
chr4,124664048,124712732,48685,-,ENSG00000151458.12,4754.142719744206,0.016289346487199957,0.0434198187214891,0.7051522387723792,0.7293047434629373,
chr10,11920022,12043170,123149,-,ENSG00000151461.20,5296.816201338205,0.43244986142040837,0.030864974112466304,1.0767273193547865e-44,4.580596449636971e-44,
chr10,12195965,12250589,54625,+,ENSG00000151465.14,2569.577353760261,-0.15007328072625403,0.028694423947102726,1.5911712615261537e-7,2.6367524916965134e-7,
chr4,128864921,129093600,228680,-,ENSG00000151466.12,360.1707477763972,0.0015725891657648874,0.04740734671256232,0.9711194859066026,0.9738984438527454,
chr10,12896625,13099652,203028,-,ENSG00000151468.11,490.6948632278844,-1.5476069427406693,0.09840677390345007,2.5739562600504013e-56,1.3408920787154455e-55,
chr4,129093317,129116640,23324,+,ENSG00000151470.13,344.5584767385387,-1.0658426699661632,0.08432439055871288,4.925125171636617e-37,1.8134056864048863e-36,
chr10,13643706,14462142,818437,-,ENSG00000151474.23,1301.6920230226137,3.870010205682582,0.13874127455035343,7.696897384943278e-173,1.5881287824597504e-171,
chr12,15322257,15602175,279919,+,ENSG00000151490.15,19.67551434087554,0.24090803043654965,0.09385992575351418,0.00943964107197837,0.012073595332606706,
chr12,15620134,15882329,262196,-,ENSG00000151491.14,46610.60636263802,0.44477058843091305,0.03398902133895289,2.8267810915797786e-39,1.0866452825035778e-38,
chr11,134253548,134265855,12308,+,ENSG00000151498.12,1583.2167735852872,0.33692438720913737,0.03258588713197187,1.8096368989175494e-25,5.19832358072068e-25,
chr11,134248279,134253370,5092,-,ENSG00000151500.15,1712.517637739281,-0.2868906601038837,0.031519473056010806,8.30870598128037e-20,2.064679515975666e-19,
chr11,134224671,134247788,23118,+,ENSG00000151502.11,2533.752176793738,-0.4761068016589531,0.025558986173572638,1.6442933109868526e-77,1.1652115282820434e-76,
chr11,134150113,134225504,75392,-,ENSG00000151503.14,2053.8484307399926,-0.1190535271007744,0.03816526723036589,0.002004935937938363,0.002684467047439325,
chr10,112446998,112818744,371747,+,ENSG00000151532.15,1324.6405541635404,0.202903427604176,0.025226468055609515,1.0036917852313934e-15,2.226468878143486e-15,
chr4,17460261,17512206,51946,-,ENSG00000151552.13,521.374299453913,-0.9718351594997947,0.04644186620571495,1.645117100976382e-97,1.5393025301611537e-96,
chr10,114821744,114899832,78089,+,ENSG00000151553.16,3472.135447143017,0.37491143312209885,0.03315954197233623,1.3715341032181915e-29,4.3296825177339656e-29,
chr12,100717526,101128641,411116,+,ENSG00000151572.18,3.5937327506301022,-4.055536714901786,0.38637089815243064,1.677554730735804e-34,5.885308800533769e-34,
chr15,56243971,56445997,202027,+,ENSG00000151575.15,383.42612612466445,-1.3122336132836225,0.05851886559984236,8.522894599365633e-111,9.396308488242473e-110,
chr3,114005833,114088422,82590,+,ENSG00000151576.10,1453.7841544024468,0.44139301792680136,0.04346674959428771,3.1288529627459187e-24,8.735107909271347e-24,
chr4,145599042,145660033,60992,+,ENSG00000151611.17,1031.9310789895148,1.0595590805412245,0.0352227688143114,3.997396832958579e-199,1.0250530903141013e-197,
chr4,145757627,145938823,181197,-,ENSG00000151612.18,1899.07763753926,0.7318342725683149,0.0421351946908821,8.780477760294474e-68,5.441919898060321e-67,
chr4,147480917,147544954,64038,+,ENSG00000151617.17,281.3313183520344,0.8963030409234418,0.12406049051188109,2.827506614248011e-13,5.789167742547269e-13,
chr4,148078762,148444698,365937,-,ENSG00000151623.15,780.2192891013294,-0.6619602801979632,0.0650660850740189,1.8489061914237107e-24,5.198784367569953e-24,
chr10,4987775,5018031,30257,-,ENSG00000151632.18,93081.8620442646,3.3083053722335833,0.12169475059605368,9.546858554105584e-164,1.8249490773261336e-162,
chr10,132186948,132205759,18812,+,ENSG00000151640.13,95.5867660535213,1.5766648304625406,0.15280223331448686,1.5511228256468723e-25,4.459044364555326e-25,
chr10,133237855,133241928,4074,+,ENSG00000151650.8,5.421603922907295,0.10952315973803663,0.1289890900003939,0.39076417637312105,0.42358118846706766,
chr10,133262420,133276868,14449,-,ENSG00000151651.16,25.350280774128546,-0.4043722119092898,0.12126903211167572,6.559287501728613e-4,9.051746310779954e-4,
